Nama Makanan,Ukuran Porsi,Kalori (kkal),Karbohidrat (g),Lemak (g),Protein (g),Kategori,is_seafood,is_peanut,is_dairy,protein_to_calorie_ratio,is_low_calorie,is_low_fat,is_low_carb,is_high_carb,is_high_protein,Kalori (kkal)_scaled,Karbohidrat (g)_scaled,Lemak (g)_scaled,Protein (g)_scaled,protein_to_calorie_ratio_scaled
Keripik Kentang,100 g,448,67.1,18.8,2.7,Snack,0,0,0,0.006026786,0,0,0,0,0,1.209615195,1.332573715,0.981910752,-0.893346741,-1.302271466
Geblek,100 g,195,44.4,1.7,0.4,Masakan,0,0,0,0.002051282,0,1,0,1,0,-0.077094303,0.871058294,-0.800944743,-1.692286326,-1.490635106
Getuk Singkong,100 g,204,47.4,1.4,0.5,Masakan,0,0,0,0.00245098,0,1,0,1,0,-0.015851687,0.940618396,-0.901647138,-1.641015389,-1.471198788
Gurandil,100 g,218,48.5,2.5,0.5,Masakan,0,0,0,0.002293578,0,1,0,1,0,0.075890228,0.965331154,-0.577264696,-1.641015389,-1.478839316
Kapurung,100 g,41,7.8,0.3,2,Masakan,0,0,0,0.048780488,1,1,1,1,0,-1.721685166,-0.561446513,-1.417706418,-1.08045143,0.167693418
Kecimpring Singkong Goreng,100 g,464,73,18.6,1.2,Masakan,0,0,0,0.002586207,0,0,0,1,0,1.271896898,1.433462531,0.972434819,-1.341844649,-1.464648732
Keremes,100 g,475,64.4,25.2,1.6,Masakan,0,0,0,0.003368421,0,0,0,0,0,1.313877456,1.284254459,1.24496,-1.203266726,-1.427012999
Keripik Gadung,100 g,446,76,14.5,2.8,Snack,0,0,0,0.006278027,0,0,0,1,0,1.201724749,1.482512491,0.754528036,-0.86893127,-1.290730257
Gatot,100 g,347,83.8,0.7,1.3,Masakan,0,0,0,0.003746398,0,1,0,1,0,0.776907832,1.603791136,-1.193572707,-1.305464793,-1.408980393
Keripik Singkong,100 g,478,72,20.7,0.9,Snack,0,0,0,0.001882845,0,0,0,1,0,1.325212375,1.416788625,1.067622722,-1.459342228,-1.498859843
Keripik Singkong Berbumbu,100 g,481,73.6,19.7,2.2,Snack,0,0,0,0.004573805,0,0,0,1,0,1.336499272,1.44338769,1.02344935,-1.023787109,-1.36985177
Keripik Ubi,100 g,486,67.6,23.9,0.2,Snack,0,0,0,0.000411523,0,0,0,0,0,1.355205402,1.341366868,1.196927403,-1.804074432,-1.571572593
Kerupuk Cumi Goreng,100 g,444,71.3,14.6,6.9,Snack,1,0,0,0.015540541,0,0,0,1,0,1.193810335,1.405016941,0.760469882,-0.139957546,-0.893333424
Kerupuk Kemplang Goreng,100 g,504,57.1,28.1,5.6,Snack,0,0,0,0.011111111,0,0,0,0,0,1.421488834,1.145845037,1.344372882,-0.330032587,-1.076725851
Kerupuk Mie Kuning Goreng,100 g,476,71.3,21.1,0.1,Snack,0,0,0,0.000210084,0,0,0,0,0,1.31766113,1.405016941,1.084748605,-1.865524166,-1.581650139
Kue Bangket,100 g,338,80.3,1.2,1.5,Snack,0,0,0,0.00443787,0,1,0,1,0,0.734394556,1.550429459,-0.97571442,-1.236259672,-1.376247832
Kue Putu Singkong,100 g,217,53.2,0.5,1.2,Snack,0,0,0,0.005529954,0,1,0,1,0,0.069471347,1.066598628,-1.298466925,-1.341844649,-1.325219029
Bagea Kelapa Asin,100 g,450,78.1,13.9,3.2,Snack,0,0,0,0.007111111,0,0,0,1,0,1.21748185,1.516019521,0.718087311,-0.776017274,-1.252761702
Bentul Talas Kukus,100 g,71,15.4,0.3,2.3,Snack,0,0,0,0.032394366,1,1,0,1,0,-1.236337462,-0.090117919,-1.417706418,-0.996485982,-0.293126825
Gadung Ubi Kukus,100 g,88,20.9,0.3,0.6,Snack,0,0,0,0.006818182,1,1,0,1,0,-1.021155579,0.156910108,-1.417706418,-1.592346807,-1.266059771
Ganyong Rebus,100 g,100,23.8,0.2,0.8,Masakan,0,0,0,0.008,1,1,0,1,0,-0.885578897,0.269126837,-1.484084077,-1.50172994,-1.212754041
Ketela Pohon Singkong Kukus,100 g,153,36.4,0.3,1.2,Masakan,0,0,0,0.007843137,0,1,0,1,0,-0.391332813,0.66743318,-1.417706418,-1.341844649,-1.219776695
Suweg Talas Kukus,100 g,93,21.9,0.1,1.5,Masakan,0,0,0,0.016129032,1,1,0,1,0,-0.963245013,0.196774128,-1.555982788,-1.236259672,-0.869839235
Talas Bogor Kukus,100 g,120,28.2,0.3,1.5,Masakan,0,0,0,0.0125,0,1,0,1,0,-0.682085899,0.422272309,-1.417706418,-1.236259672,-1.017952102
Ubi Jalar Kuning Kukus,100 g,100,23.8,0.3,0.7,Masakan,0,0,0,0.007,1,1,0,1,0,-0.885578897,0.269126837,-1.417706418,-1.545997559,-1.257799126
Ubi Jalar Tinta Kemayung Kukus,100 g,165,39.8,0.2,0.9,Masakan,0,0,0,0.005454545,0,1,0,1,0,-0.296163396,0.757536227,-1.484084077,-1.459342228,-1.328716521
Mi Golosor,100 g,71,15.9,0.8,0.2,Masakan,0,0,0,0.002816901,1,1,0,1,0,-1.236337462,-0.065342422,-1.145483002,-1.804074432,-1.453504262
Bagea Kelapa Manis,100 g,452,80.6,13.8,1.3,Snack,0,0,0,0.002876106,0,0,0,1,0,1.225324891,1.555068615,0.71187765,-1.305464793,-1.450650229
Bagea Kenari Asin,100 g,529,63.6,29.1,3.2,Snack,0,0,0,0.006049149,0,0,0,0,0,1.510943004,1.269657073,1.376463811,-0.776017274,-1.301242441
Bagea Kenari Manis,100 g,523,64.2,28.2,3.2,Snack,0,0,0,0.006118547,0,0,0,0,0,1.489739343,1.280617444,1.347629089,-0.776017274,-1.298051361
Bagea Kw,100 g,416,76.3,9.4,6.5,Snack,0,0,0,0.015625,0,0,0,1,0,1.080386246,1.487339922,0.389024869,-0.195661346,-0.889949303
Biji Nangkabiji Salak,100 g,262,51.1,5.4,2.3,Snack,0,0,0,0.008778626,0,0,0,1,0,0.340584558,1.022181552,-0.047335585,-0.996485982,-1.178131384
Bubur Sagu,100 g,167,33,4,0.2,Masakan,0,0,0,0.001197605,0,0,0,1,0,-0.280759638,0.571105124,-0.265747556,-1.804074432,-1.532529677
Ceriping Getuk Singkong,100 g,462,67.7,20.7,1.2,Snack,0,0,0,0.002597403,0,0,0,0,0,1.26419194,1.343119854,1.067622722,-1.341844649,-1.464107018
Lamtoro Var Gung Tanpa Kulit,100 g,367,32.5,5.4,46.4,Masakan,0,0,0,0.126430518,0,0,0,0,1,0.868781192,0.556350343,-0.047335585,2.226768373,1.364417722
Koro Andong Kering,100 g,356,61.6,4.1,20.5,Masakan,0,0,0,0.05758427,0,0,0,1,1,0.818682155,1.232574465,-0.248312127,1.067275046,0.374912584
Koro Benguk Biji Kering,100 g,332,55,3,24,Masakan,0,0,0,0.072289157,0,1,0,1,1,0.705625533,1.103676444,-0.461196885,1.273236087,0.669421534
Koro Kerupuk Biji Segar,100 g,125,22.1,0.7,8.3,Snack,0,0,0,0.0664,0,1,0,1,1,-0.634832161,0.204593048,-1.193572707,0.039136374,0.558570131
Koro Loke Biji Segar,100 g,33,7.9,0.2,2.7,Masakan,0,0,0,0.081818182,1,1,1,1,1,-1.890125208,-0.553569669,-1.484084077,-0.893346741,0.830941644
Koro Roay Kering,100 g,344,69.4,2.1,12.5,Masakan,0,0,0,0.036337209,0,1,0,1,0,0.762820439,1.372638198,-0.682178855,0.473098217,-0.172329858
Koro Wedus Biji Kering,100 g,338,61,1.5,22.2,Masakan,0,0,0,0.065680473,0,1,0,1,1,0.734394556,1.22128042,-0.866802623,1.170342883,0.544402275
Lamtoro Biji Muda Segar,100 g,85,15.4,0.3,5.7,Masakan,0,0,0,0.067058824,1,1,0,1,1,-1.056967854,-0.090117919,-1.417706418,-0.314420551,0.571420444
Lamtoro Biji Tua Segar,100 g,148,26.2,0.5,10.6,Masakan,0,0,0,0.071621622,0,1,0,1,1,-0.432472786,0.354923074,-1.298466925,0.29217584,0.657301021
Komak Polong Segar,100 g,99,21.2,0.1,3.3,Masakan,0,0,0,0.033333333,1,1,0,1,0,-0.896445837,0.169007097,-1.555982788,-0.753874488,-0.263744484
Lamtoro Var Lokal Dengan Kulit,100 g,336,59.7,1.2,23.8,Masakan,0,0,0,0.070833333,0,1,0,1,1,0.724843513,1.196532163,-0.97571442,1.262094799,0.642844789
Nangka Biji Segar,100 g,165,36.7,0.1,4.2,Snack,0,0,0,0.025454545,0,1,0,1,0,-0.296163396,0.6756196,-1.555982788,-0.570785244,-0.52289273
Kacang Belimbing Rebus,100 g,204,17.5,8.8,16.9,Snack,0,1,0,0.082843137,0,0,0,0,1,-0.015851687,0.010490776,0.335127745,0.826030862,0.847102406
Kacang Bogor Goreng,100 g,479,58.9,23.2,12.7,Snack,0,1,0,0.02651357,0,0,0,0,0,1.328979985,1.181108624,1.170059943,0.490961402,-0.486344243
Kacang Bogor Rebus,100 g,161,27.1,2.8,7.7,Snack,0,1,0,0.047826087,0,1,0,1,0,-0.327352495,0.385664776,-0.505860521,-0.034847379,0.143663496
Kacang Gude Rebus,100 g,147,27.5,0.5,9,Snack,0,1,0,0.06122449,0,1,0,1,1,-0.440812686,0.399096256,-1.298466925,0.120882075,0.453466046
Kacang Hijau Rebus,100 g,109,18.3,0.5,8.7,Snack,0,1,0,0.079816514,0,1,0,1,1,-0.79091091,0.046614025,-1.298466925,0.086413351,0.798726309
Kacang Kedelai Goreng,100 g,521,22.9,37.7,32.2,Snack,0,1,0,0.061804223,0,0,0,0,1,1.482634895,0.235381016,1.616626889,1.679579091,0.465615509
Sagu Sinole,100 g,354,68.9,8.3,0.8,Masakan,0,0,0,0.002259887,0,0,0,1,0,0.809461212,1.36401111,0.287743594,-1.50172994,-1.480477007
Mie Bendo,100 g,353,88,0,0.3,Masakan,0,0,0,0.000849858,0,1,0,1,0,0.80483753,1.665733632,-1.634431737,-1.746500574,-1.549746047
Ongolongol Sagu,100 g,111,21.2,2.7,0.3,Masakan,0,0,0,0.002702703,0,1,0,1,0,-0.770592685,0.169007097,-0.52904312,-1.746500574,-1.459016317
Oyek,100 g,351,84.9,0.9,0.9,Masakan,0,0,0,0.002564103,0,1,0,1,0,0.795563535,1.620227857,-1.099885462,-1.459342228,-1.465718529
Papeda,100 g,61,14.9,0.1,0.2,Masakan,0,0,0,0.003278689,1,1,0,1,0,-1.379535591,-0.115453808,-1.555982788,-1.804074432,-1.431308619
Sagu Forno,100 g,291,63.4,4,0.5,Snack,0,0,0,0.001718213,0,0,0,1,0,0.498967312,1.265987026,-0.265747556,-1.641015389,-1.506918398
Sagu Lemak Kue Sagon,100 g,452,76.8,14.8,2.8,Snack,0,0,0,0.00619469,0,0,0,1,0,1.225324891,1.495355192,0.772244991,-0.86893127,-1.294553794
Sagu Manis,100 g,287,62.4,3.9,0.5,Snack,0,0,0,0.00174216,0,0,0,1,0,0.47777506,1.247510338,-0.283519994,-1.641015389,-1.505745002
Sagu Rendang,100 g,364,90.5,0.2,0.1,Masakan,0,0,0,0.000274725,0,1,0,1,0,0.855219636,1.701592304,-1.484084077,-1.865524166,-1.578413034
Belitung Talas Kukus,100 g,145,34.2,0.4,1.2,Masakan,0,0,0,0.008275862,0,1,0,1,0,-0.457607791,0.605878224,-1.356046905,-1.341844649,-1.20044263
Serimping Talas Kebumen,100 g,478,69.2,21.2,2.5,Snack,0,0,0,0.005230126,0,0,0,0,0,1.325212375,1.369192773,1.088983709,-0.943765604,-1.339148027
Tapai Singkong,100 g,169,40.2,0.3,1.4,Masakan,0,0,0,0.008284024,0,1,0,1,0,-0.265479696,0.767769954,-1.417706418,-1.270299367,-1.200079139
Tiwul,100 g,353,83.4,1.1,2.4,Masakan,0,0,0,0.006798867,0,1,0,1,0,0.80483753,1.597775373,-1.015200769,-0.969823165,-1.266938603
Ubi Cilembu,100 g,186,44.3,0.2,1.9,Masakan,0,0,0,0.010215054,0,1,0,1,0,-0.140274196,0.868682272,-1.484084077,-1.109896776,-1.115276897
Uli Batatas,100 g,150,27.4,4,1.1,Masakan,0,0,0,0.007333333,0,0,0,1,0,-0.415906136,0.395751414,-0.265747556,-1.379539058,-1.242711249
Batagor,100 g,165.7,16.7,8.5,5.9,Snack,0,0,0,0.035606518,0,0,0,0,0,-0.290757841,-0.026797093,0.306983204,-0.283734274,-0.194209981
Kenari Banda Kering,100 g,616,13.7,56.2,13.9,Masakan,0,0,0,0.022564935,0,0,0,0,0,1.801583746,-0.178737202,1.995180925,0.59406366,-0.625478692
Kenari Kering,100 g,657,13,66,15,Masakan,0,0,0,0.02283105,0,0,0,0,0,1.928958722,-0.217421908,2.150209567,0.683026646,-0.615852779
Sarimuka,100 g,166,32.9,2.8,2.3,Masakan,0,0,0,0.013855422,0,1,0,1,0,-0.288445885,0.568166962,-0.505860521,-0.996485982,-0.961722328
Pastel,100 g,307,42.4,13.3,4.5,Snack,0,0,0,0.01465798,0,0,0,0,0,0.581820806,0.822789022,0.680214082,-0.515272701,-0.928943683
Pulut,100 g,216,44.4,3.1,2.6,Masakan,0,0,0,0.012037037,0,0,0,1,0,0.063032475,0.871058294,-0.439660747,-0.91828284,-1.037412167
Pundut Nasi,100 g,104,15.1,4.1,1.9,Masakan,0,0,0,0.018269231,0,0,0,0,0,-0.842826322,-0.105250286,-0.248312127,-1.109896776,-0.786057261
Putri Hijau,100 g,189,37.2,2.1,5.4,Snack,0,0,0,0.028571429,0,1,0,1,0,-0.11898957,0.689158081,-0.682178855,-0.361819005,-0.416884534
Putri Selat,100 g,163,23.8,6.5,2.2,Snack,0,0,0,0.013496933,0,0,0,0,0,-0.311693483,0.269126837,0.094216381,-1.023787109,-0.976487252
Putu Sopa,100 g,215,41.1,4.1,3.3,Masakan,0,0,0,0.015348837,0,0,0,1,0,0.056573456,0.790532165,-0.248312127,-0.753874488,-0.901029911
Renggi Goreng,100 g,471,64.1,21.8,4.7,Masakan,0,0,0,0.009978769,0,0,0,0,0,1.298688646,1.278795868,1.114017227,-0.479564234,-1.125526321
Roti Warna Sawo Matang,100 g,249,49.7,1.5,7.9,Snack,0,0,0,0.031726908,0,1,0,1,0,0.265724733,0.991835325,-0.866802623,-0.009755435,-0.314252419
Padamaran,100 g,171,18.8,8.9,3.9,Masakan,0,0,0,0.022807018,0,0,0,0,0,-0.250321136,0.068636676,0.344326237,-0.628856773,-0.616720582
Spaghetti,100 g,139,22.6,2.1,7.4,Masakan,0,0,0,0.05323741,0,1,0,1,1,-0.508948106,0.223925401,-0.682178855,-0.073343179,0.275768497
Sunduk Lawang,100 g,181,32.4,1.3,1.9,Masakan,0,0,0,0.010497238,0,1,0,1,0,-0.176268961,0.553380031,-0.937909966,-1.109896776,-1.103082444
Suwirsuwir,100 g,347,84.2,0.9,0.5,Masakan,0,0,0,0.001440922,0,1,0,1,0,0.776907832,1.609786122,-1.099885462,-1.641015389,-1.520535416
Tipatipa,100 g,355,79.8,1.2,6.2,Masakan,0,0,0,0.017464789,0,1,0,1,0,0.814076073,1.542669553,-0.97571442,-0.238981488,-0.817246077
Wajit Camilan,100 g,303,63.3,2.7,6.3,Snack,0,0,0,0.020792079,0,1,0,1,0,0.561386226,1.264148867,-0.52904312,-0.224387457,-0.690552218
Widaran,100 g,424,80.7,10.7,1.3,Masakan,0,0,0,0.003066038,0,0,0,1,0,1.113306949,1.55661222,0.496260889,-1.305464793,-1.441511012
Wingko Babat,100 g,355,51.4,15.1,3.2,Masakan,0,0,0,0.009014085,0,0,0,0,0,0.814076073,1.028606312,0.78964285,-0.776017274,-1.167738288
Arrowroot Segar,100 g,102,24.1,0.2,1,Masakan,0,0,0,0.009803922,0,1,0,1,0,-0.86406191,0.280175675,-1.484084077,-1.41866166,-1.13313337
Mie Ayam,100 g,102,10.5,3.9,6.2,Lauk,0,0,0,0.060784314,0,0,0,0,1,-0.86406191,-0.368385573,-0.283519994,-0.238981488,0.44417611
Kue Thipan,100 g,247,49.5,4.2,2.9,Snack,0,0,0,0.011740891,0,0,0,1,0,0.253975197,0.987450151,-0.231200891,-0.845012276,-1.04992888
Laksaputu Mayang,100 g,121,21.1,3.4,1.7,Masakan,0,0,0,0.014049587,0,0,0,1,0,-0.672530681,0.164988163,-0.377944296,-1.171249877,-0.953757221
Lupis Ketan,100 g,164,34.5,2.1,1.8,Masakan,0,0,0,0.01097561,0,1,0,1,0,-0.303912488,0.614435318,-0.682178855,-1.140145646,-1.082523434
Manan Samin,100 g,379,50.6,18.1,3.4,Masakan,0,0,0,0.008970976,0,0,0,0,0,0.922290014,1.011413056,0.948333955,-0.732130069,-1.169638421
Martabak India,100 g,153,24.3,4.2,4.5,Snack,0,0,0,0.029411765,0,0,0,1,0,-0.391332813,0.287487867,-0.231200891,-0.515272701,-0.389100893
Martabak Mesir,100 g,278,45,8.6,5.1,Snack,0,0,0,0.018345324,0,0,0,1,0,0.429352209,0.885234384,0.316458087,-0.41098472,-0.783125731
Masekat,100 g,369,74.1,7,2.1,Masakan,0,0,0,0.005691057,0,0,0,1,0,0.877780643,1.451614025,0.152091854,-1.051762514,-1.317759833
Mie Aceh Rebus,100 g,113,18.1,3.2,3,Masakan,0,0,0,0.026548673,0,0,0,1,0,-0.750518955,0.037687724,-0.418621611,-0.821567311,-0.485142237
Batatas Gembili Segar,100 g,76,16,0.9,1.1,Masakan,0,0,0,0.014473684,1,1,0,1,0,-1.16976389,-0.060452027,-1.099885462,-1.379539058,-0.936437258
Mie Bakso,100 g,114,16.4,3,5.3,Masakan,0,0,0,0.046491228,0,1,0,0,0,-0.740571526,-0.041098878,-0.461196885,-0.378003848,0.109511829
Mie Celon,100 g,102,17.8,2.1,3,Masakan,0,0,0,0.029411765,0,1,0,1,0,-0.86406191,0.024168835,-0.682178855,-0.821567311,-0.389100893
Mie Pangsit Basah,100 g,105,9.4,4.9,5.9,Masakan,0,0,0,0.056190476,0,0,1,0,1,-0.832311242,-0.44254209,-0.119562465,-0.283734274,0.343771733
Nasi Gemuk,100 g,192,24.4,8.8,3.8,Masakan,0,0,0,0.019791667,0,0,0,0,0,-0.097931566,0.291128073,0.335127745,-0.648830646,-0.728010136
Nasi Gurih,100 g,190,26,7.5,4.7,Masakan,0,0,0,0.024736842,0,0,0,0,0,-0.11194535,0.347990533,0.206603555,-0.479564234,-0.547977958
Nasi Rames,100 g,155,19.1,4.2,10.3,Masakan,0,0,0,0.066451613,0,0,0,0,1,-0.375130357,0.081655125,-0.231200891,0.261528332,0.559581041
Nopia Spesial,100 g,387,74.3,7.6,5.3,Masakan,0,0,0,0.01369509,0,0,0,1,0,0.957329149,1.454893312,0.217136569,-0.378003848,-0.968316359
Ondeonde,100 g,336,57.9,9.8,4,Masakan,0,0,0,0.011904762,0,0,0,1,0,0.724843513,1.161615261,0.42332676,-0.609198585,-1.042996182
Ubi Jalar Kuning Segar,100 g,119,25.1,0.4,0.5,Masakan,0,0,0,0.004201681,0,1,0,1,0,-0.691694801,0.316319547,-1.356046905,-1.641015389,-1.387391318
Sagu Kasbi Segar,100 g,230,56.5,0.2,0.6,Masakan,0,0,0,0.002608696,0,1,0,1,0,0.151411323,1.133912523,-1.484084077,-1.592346807,-1.463560684
Sagu Lempeng,100 g,347,85.2,0.3,0.9,Masakan,0,0,0,0.00259366,0,1,0,1,0,0.776907832,1.624683787,-1.417706418,-1.459342228,-1.4642881
Sagu Singkong Kering,100 g,362,86.9,0.3,0.5,Masakan,0,0,0,0.001381215,0,1,0,1,0,0.846136567,1.649721461,-1.417706418,-1.641015389,-1.523474689
Sente Talas Segar,100 g,353,84.7,0.2,0.7,Masakan,0,0,0,0.001983003,0,1,0,1,0,0.80483753,1.617250892,-1.484084077,-1.545997559,-1.493966725
Suweg Talas Segar,100 g,74,17.2,0.1,1.4,Masakan,0,0,0,0.018918919,1,1,0,1,0,-1.196031136,-0.003350953,-1.555982788,-1.270299367,-0.761130575
Talas Bogor Segar,100 g,108,25,0.4,1.4,Masakan,0,0,0,0.012962963,0,1,0,1,0,-0.80116404,0.312751347,-1.356046905,-1.270299367,-0.998621974
Talas Pontianak Segar,100 g,163,36.4,0.5,2.3,Masakan,0,0,0,0.014110429,0,1,0,1,0,-0.311693483,0.66743318,-1.298466925,-0.996485982,-0.951265907
Talas Viqueque Segar,100 g,115,25.9,0.5,1.8,Masakan,0,0,0,0.015652174,0,1,0,1,0,-0.730682564,0.344510129,-1.298466925,-1.140145646,-0.888861375
Sagu Aren Segar,100 g,231,56.6,0.2,0.6,Masakan,0,0,0,0.002597403,0,1,0,1,0,0.157583583,1.135907597,-1.484084077,-1.592346807,-1.464107018
Ubi Jalar Manis Segar,100 g,83,18.8,0.2,1.5,Masakan,0,0,0,0.018072289,1,1,0,1,0,-1.081315783,0.068636676,-1.484084077,-1.236259672,-0.793659484
Ubi Jalar Merah Segar,100 g,151,35.4,0.3,1.6,Masakan,0,0,0,0.010596026,0,1,0,1,0,-0.407678549,0.639792384,-1.417706418,-1.203266726,-1.098825102
Ubi Jalar Putih Segar,100 g,88,20.6,0.4,0.4,Masakan,0,0,0,0.004545455,1,1,0,1,0,-1.021155579,0.144690956,-1.356046905,-1.692286326,-1.371184662
Ubi Jalar Tinta Kemayung,100 g,108,25.6,0.4,0.5,Masakan,0,0,0,0.00462963,0,1,0,1,0,-0.80116404,0.334011655,-1.356046905,-1.641015389,-1.367228736
Batatas Kelapa Ubi Bakar,100 g,110,23.4,1.1,1.4,Snack,0,0,0,0.012727273,0,1,0,1,0,-0.780720775,0.254241512,-1.015200769,-1.270299367,-1.008446587
Batatas Kelapa Ubi Kukus,100 g,92,21,0.3,1.2,Snack,0,0,0,0.013043478,1,1,0,1,0,-0.974657041,0.160955869,-1.417706418,-1.341844649,-0.995273408
Batatas Tali Ubi Rebus,100 g,182,42.2,0.4,2.4,Snack,0,0,0,0.013186813,0,1,0,1,0,-0.169016862,0.817872977,-1.356046905,-0.969823165,-0.989321865
Hofaubi Hutan Segar,100 g,127,29.5,0.5,1.2,Snack,0,0,0,0.009448819,0,1,0,1,0,-0.616286599,0.46425406,-1.298466925,-1.341844649,-1.14864231
Batatas Kelapa Ubi Segar,100 g,89,21,0.1,1.1,Snack,0,0,0,0.012359551,1,1,0,1,0,-1.009400232,0.160955869,-1.555982788,-1.379539058,-1.023841944
Bengkuang Segar,100 g,59,12.8,0.2,1.4,Snack,0,0,0,0.023728814,1,1,0,1,0,-1.410025141,-0.228734717,-1.484084077,-1.270299367,-0.583648223
Bentul Komba Talas Segar,100 g,98,20.9,0.7,1.6,Masakan,0,0,0,0.016326531,1,1,0,1,0,-0.907386696,0.156910108,-1.193572707,-1.203266726,-0.861999144
Gadenggadung Kering,100 g,322,76.6,0.6,2.4,Masakan,0,0,0,0.007453416,0,1,0,1,0,0.656886044,1.492153631,-1.244450064,-0.969823165,-1.237293764
Gadung Ubi Segar,100 g,100,23.5,0.3,0.9,Masakan,0,0,0,0.009,1,1,0,1,0,-0.885578897,0.257979526,-1.417706418,-1.459342228,-1.168358976
Ganyong Segar,100 g,77,18.4,0.2,0.6,Masakan,0,0,0,0.007792208,1,1,0,1,0,-1.156803454,0.051051753,-1.484084077,-1.592346807,-1.222060223
Gembili Ubi Segar,100 g,131,31.3,0.2,1.1,Masakan,0,0,0,0.008396947,0,1,0,1,0,-0.579776695,0.520267984,-1.484084077,-1.379539058,-1.195054334
Kacang Kedelai Rebus,100 g,189,12.7,8.2,20.2,Snack,0,1,0,0.106878307,0,0,0,0,1,-0.11898957,-0.234436269,0.277974788,1.048431097,1.168731931
Kaburan Ubi Segar,100 g,133,32.2,0.2,1,Masakan,0,0,0,0.007518797,0,1,0,1,0,-0.561802517,0.547419783,-1.484084077,-1.41866166,-1.234348111
Kentang Segar,100 g,62,13.5,0.2,2.1,Masakan,0,0,0,0.033870968,1,1,0,1,0,-1.364540394,-0.189649571,-1.484084077,-1.051762514,-0.247096031
Kentang Hitam Segar,100 g,142,33.7,0.4,0.9,Masakan,0,0,0,0.006338028,0,1,0,1,0,-0.483095397,0.59149676,-1.356046905,-1.459342228,-1.287980233
Keribang Ubi Segar,100 g,137,29.8,1.1,1.3,Masakan,0,0,0,0.009489051,0,1,0,1,0,-0.526392581,0.473755123,-1.015200769,-1.305464793,-1.14688117
Ketela Pohon Singkong Segar,100 g,154,36.8,0.3,1,Masakan,0,0,0,0.006493506,0,1,0,1,0,-0.383213869,0.678337786,-1.417706418,-1.41866166,-1.280865399
Lepokubi Rumput,100 g,181,39.8,1.2,2.8,Masakan,0,0,0,0.015469613,0,1,0,1,0,-0.176268961,0.757536227,-0.97571442,-0.86893127,-0.896178525
Sagu Aren Kering,100 g,355,85.6,1.1,0.6,Masakan,0,0,0,0.001690141,0,1,0,1,0,0.814076073,1.630607367,-1.015200769,-1.592346807,-1.508294438
Gulai Pakis,100 g,143,6,11.4,4,Masakan,0,0,0,0.027972028,0,0,1,0,0,-0.474559593,-0.715970099,0.549365003,-0.609198585,-0.436906426
Arwan Sirsir,100 g,277,10.7,25,2.4,Masakan,0,0,0,0.00866426,0,0,0,0,0,0.423906855,-0.35546767,1.237720912,-0.969823165,-1.183192318
Beberuk,100 g,65,3.5,5.2,1.1,Masakan,0,0,0,0.016923077,1,0,1,0,0,-1.320501216,-0.988921931,-0.075555261,-1.379539058,-0.838453122
Botok Lamtoro,100 g,186,13,9.7,11.7,Masakan,0,0,0,0.062903226,0,0,0,0,1,-0.140274196,-0.217421908,0.414866733,0.399510563,0.488382295
Buntil Daun Talas,100 g,141,8,10.2,4.4,Sayur,0,0,0,0.031205674,0,0,1,0,0,-0.491671762,-0.545757476,0.456433579,-0.533508361,-0.33088969
Cammetutu,100 g,102,8.7,6,3.2,Masakan,0,0,0,0.031372549,0,0,1,0,0,-0.86406191,-0.49278265,0.032523265,-0.776017274,-0.325549784
Cap Cai Sayur,100 g,97,4.2,6.3,5.8,Sayur,0,0,0,0.059793814,1,0,1,0,1,-0.918402731,-0.903116946,0.070025721,-0.29898935,0.42306384
Gadogado,100 g,137,21,3.2,6.1,Masakan,0,0,0,0.044525547,0,0,0,1,0,-0.526392581,0.160955869,-0.418621611,-0.253734599,0.058044285
Gudeg Sayur,100 g,160,16,9.2,3.3,Sayur,0,0,0,0.020625,0,0,0,0,0,-0.335231182,-0.060452027,0.371397533,-0.753874488,-0.696770709
Ares Sayur,100 g,113,11.2,7.2,0.9,Sayur,0,0,0,0.007964602,0,0,0,0,0,-0.750518955,-0.323866996,0.174277554,-1.459342228,-1.214337401
Gulai Pliek,100 g,176,3.2,14.9,7.3,Masakan,0,0,0,0.041477273,0,0,1,0,0,-0.212940476,-1.028716468,0.778079149,-0.086413568,-0.024630245
Kadada Katembe,100 g,110,7.1,6.9,4.5,Masakan,0,0,0,0.040909091,0,0,1,0,0,-0.780720775,-0.618507378,0.140799156,-0.515272701,-0.040435885
Kaparende Sayur,100 g,38,2.6,2,2.4,Sayur,0,0,0,0.063157895,1,1,1,0,1,-1.782068181,-1.115029159,-0.710431496,-0.969823165,0.493608925
Karedok Sayur,100 g,92,14.1,3.3,2.2,Sayur,0,0,0,0.023913043,1,0,0,1,0,-0.974657041,-0.157235035,-0.398056575,-1.023787109,-0.577090557
Kotiu Hinela Tawang Nggole,100 g,46,6,1.5,2.2,Masakan,0,0,0,0.047826087,1,1,1,0,0,-1.627239691,-0.715970099,-0.866802623,-1.023787109,0.143663496
Lema Rebung Asam,100 g,15,1.9,0.4,1,Masakan,0,0,0,0.066666667,1,1,1,0,1,-2.405649283,-1.230275049,-1.356046905,-1.41866166,0.56378546
Paku Hinela Wulelenggapaya,100 g,77,5.4,4.6,3.5,Masakan,0,0,0,0.045454545,1,0,1,0,0,-1.156803454,-0.77395825,-0.165765801,-0.710768034,0.082545037
